ID|FirstName|LastName|AuthorInfo|Quotation|Subject
749|Joseph|Brodsky|1940-, Russian-born American Poet, Critic|The surest defense against Evil is extreme individualism, originality of thinking, whimsicality, even -- if you will -- eccentricity. That is, something that can't be feigned, faked, imitated; something even a seasoned imposter couldn't be happy with.|Evil
750||Buddha|568-488 BC, Founder of Buddhism|There has to be evil so that good can prove its purity above it.|Evil
751|Edmund|Burke|1729-1797, British Political Writer, Statesman|The only thing necessary for the triumph of evil is for good men to do nothing.|Evil
752|William  S.|Burroughs|1914-1997, American Writer|The face of evil is always the face of total need.|Evil
753|Samuel|Butler|1612-1680, British Poet, Satirist|Evil is like water, it abounds, is cheap, soon fouls, but runs itself clear of taint.|Evil
754|Eric|Butterworth||Evil, and evil spirits, devils and devil possession, are the outgrowth of man's inadequate consciousness of God. We must avoid thinking of evil as a thing in itself-a force that works against man or, against God, if you will.|Evil
755|George|Carlin|American Stage and Television Comedian|May the forces of evil become confused on the way to your house.-|Evil
756|Thomas|Carlyle|1795-1881, Scottish Philosopher, Author|All evil is like a nightmare; the instant you stir under it, the evil is gone.|Evil
757|Maria  Weston|Chapman||We may draw good out of evil; we must not do evil, that good may come.|Evil
758|E.  M.|Cioran|1911-, Rumanian-born French Philosopher|Man must vanquish himself, must do himself violence, in order to perform the slightest action untainted by evil.|Evil
759||Claudius|10 BC-AD 54, Roman Emperor|To do no evil is good, to intend none better.|Evil
760|Joseph|Conrad|1857-1924, Polish-born British Novelist|The belief in a supernatural source of evil is not necessary; men alone are quite capable of every wickedness.|Evil
761|Pierre|Corneille|1606-1684, French Dramatist|All evils are equal when they are extreme.|Evil
762|Aleister|Crowley|1875-1947, British Occultist|The pious pretence that evil does not exist only makes it vague, enormous and menacing.|Evil
763|Madame  Marie|Curie|1867-1934, Polish-born French Physicist|I am one of those who think like Nobel, than humanity will draw more good than evil from new discoveries.|Evil
764|Charles|Darwin|1809-1882, British Naturalist|It is a cursed evil to any man to become as absorbed in any subject as I am in mine.|Evil
765|John|Donne|1572-1632, British Metaphysical Poet|Wicked is not much worse than indiscreet.|Evil
766|Edward|II||Evil be to him who evil thinks.|Evil
767|Anatole|France|1844-1924, French Writer|I prefer the errors of enthusiasm to the indifference of wisdom.|Enthusiasm
768|James  A.|Froude|1818-1894, British Historian|No person is ever good for much, that hasn't been swept off their feet by enthusiasm between ages twenty and thirty.|Enthusiasm
769|Conrad|Hilton|1887-1979, American Hotelier, Businessman, Founder, Hilton Hotels|Enthusiasm is a vital element toward the individual success of every man or woman.|Enthusiasm
770|I|Ching|12th Century BC, Chinese Book of Changes|He who possesses the source of enthusiasm will achieve great things. Doubt not. You will gather friends around you as a hair clasp gathers the hair.|Enthusiasm
771|Samuel|Johnson|1709-1784, British Author|The love of life is necessary to the vigorous prosecution of any undertaking.|Enthusiasm
772|Lewis  H.|Lapham|1935-, American Essayist, Editor|The figure of the enthusiast who has just discovered jogging or a new way to fix tofu can be said to stand or, more accurately, to tremble on the threshold of conversion, as the representative American.|Enthusiasm
773|Reggie|Leach|1950-, Canadian Hockey Player|Success is not the result of spontaneous combustion, you must set yourself on fire first.|Enthusiasm
774|Abraham|Lincoln|1809-1865, Sixteenth President of the USA|When I hear a man preach, I like to see him act as if he were fighting bees.|Enthusiasm
775|Vince|Lombardi|1913-1970, American Football Coach|If you aren't fired up with enthusiasm, you'll be fired with enthusiasm.|Enthusiasm
776|Og|Mandino|1923-1996, American Motivational Author,  Speaker|Every memorable act in the history of the world is a triumph of enthusiasm. Nothing great was ever achieved without it because it gives any challenge or any occupation, no mater how frightening or difficult, a new meaning. Without enthusiasm you are doomed to a life of mediocrity but with it you can accomplish miracles.|Enthusiasm
777|William|Mcfee||The world belongs to the Enthusiast who keeps cool.|Enthusiasm
778|Earl|Nightingale|1921-1989, American Radio Announcer, Author, Motivator, Speaker|Creativity is a natural extension of our enthusiasm.|Enthusiasm
779|John  Lord|O'Brian||No battle of any importance can be won without enthusiasm.|Enthusiasm
780|Blaise|Pascal|1623-1662, French Scientist, Religious Philosopher|Earnestness is enthusiasm tempered by reason.|Enthusiasm
781|Norman  Vincent|Peale|1898-1993, American Christian Reformed Pastor, Speaker, Author|Enthusiasm releases the drive to carry you over obstacles and adds significance to all you do.|Enthusiasm
782|Norman  Vincent|Peale|1898-1993, American Christian Reformed Pastor, Speaker, Author|There is a real magic in enthusiasm. It spells the difference between mediocrity and accomplishment.|Enthusiasm
783|Norman  Vincent|Peale|1898-1993, American Christian Reformed Pastor, Speaker, Author|Your enthusiasm will be infectious, stimulating and attractive to others. They will love you for it. They will go for you and with you.|Enthusiasm
784||Pele|Brazilian Soccer Star|Enthusiasm is everything. It must be taut and vibrating like a guitar string.|Enthusiasm
785|Charles  M.|Schwab|1862-1939, American Industrialist, Businessman|A man can succeed at almost anything for which he has unlimited enthusiasm.|Enthusiasm
786|David|Seabury|American Doctor, Author|Enthusiasm is the best protection in any situation. Wholeheartedness is contagious. Give yourself, if you wish to get others.|Enthusiasm
787|Sir  John|Robert Seeley||No virtue is safe that is not enthusiastic.|Enthusiasm
788|Samuel|Smiles|1812-1904, Scottish Author|Enthusiasm... the sustaining power of all great action.|Enthusiasm
789|Samuel|Smiles|1812-1904, Scottish Author|It is energy -- the central element of which is will -- that produces the miracle that is enthusiasm in all ages. Everywhere it is what is called force of character and the sustaining power of all great action.|Enthusiasm
790||Horace|BC 65-8, Italian Poet|What fugitive from his country can also escape from himself.|Escapism
791|Antoine  De|Saint-Exupery|1900-1944, French Aviator, Writer|There is a cheap literature that speaks to us of the need of escape. It is true that when we travel we are in search of distance. But distance is not to be found. It melts away. And escape has never led anywhere. The moment a man finds that he must play the races, go the Arctic, or make war in order to feel himself alive, that man has begin to spin the strands that bind him to other men and to the world. But what wretched strands! A civilization that is really strong fills man to the brim, though he never stir. What are we worth when motionless, is the question.|Escapism
792|Natalie  Clifford|Barney|1876-1972, American-born French Author|Eternity -- waste of time.|Eternity
793||Bible|Sacred Scriptures of Christians and Judaism|One never ends. It bears all things, believes all things, hopes all things, endures all things.|Eternity
794|William|Blake|1757-1827, British Poet, Painter|Eternity is in love with the productions of time.|Eternity
795|William|Blake|1757-1827, British Poet, Painter|To see the world in a grain of sand, and to see heaven in a wild flower, hold infinity in the palm of your hands, and eternity in an hour.|Eternity
796|Johann  Wolfgang|Von Goethe|1749-1832, German Poet, Dramatist, Novelist|Every situation, every moment -- is of infinite worth; for it is the representative of a whole eternity.|Eternity
797|C.  S.|Lewis|1898-1963, British Academic, Writer, Christian Apologist|All that is not eternal is eternally out of date.|Eternity
798|Martin|Luther|1483-1546, German Leader of the Protestant Reformation|Our Lord has written the promise of resurrection, not in books alone, but in every leaf in springtime.|Eternity
799|German|Proverb|Sayings of German Origin|Forever is a long bargain.|Eternity
800|Jalal-Uddin|Rumi|1207-1273, Persian Sufi Mystic Poet|The Eternal looked upon me for a moment with His eye of power, and annihilated me in His being, and become manifest to me in His essence. I saw I existed through Him.|Eternity
801|Tom|Stoppard|1937-, Czech Playwright|Eternity is a terrible thought. I mean, where's it going to end?|Eternity
802|Hugo|Ball|1886-1927, German Dadaist Poet|Everywhere, the ethical predicament of our time imposes itself with an urgency which suggests that even the question ''Have we anything to eat?'' will be answered not in material but in ethical terms.|Ethics
803|Alvin|Burger|American Businessman, Founder of 'Bugs' Burger Bug Killers, Inc.|I think it's unethical to take money for poor quality performance.|Ethics
804|Stephen  R.|Covey|American Speaker, Trainer, Author of ''The 7 Habits of Highly Effective People''|The character ethic, which I believe to be the foundation of success, teaches that there are basic principles of effective living, and that people can only experience true success and enduring happiness as they learn and integrate these principles into their basic character.|Ethics
